# Age (kyr)	GMGSL (m)Miller et al. (2024)
12.074000	35.1317
12.076000	28.1833
12.078000	35.4890
12.080000	36.0698
12.083000	31.0401
12.085000	30.0159
12.087000	33.2756
12.089000	33.0532
12.092000	37.6609
12.094000	39.3028
12.096000	38.0089
12.098000	31.3888
12.101000	29.8604
12.103000	29.1092
12.105000	29.9529
12.107000	34.7766
12.110000	35.6345
12.112000	36.9998
12.114000	38.3629
12.117000	36.3050
12.120000	33.9873
12.123000	33.5210
12.125000	32.2440
12.128000	32.3063
12.130000	31.8212
12.133000	31.6202
12.135000	30.8732
12.138000	29.0982
12.141000	30.2096
12.143000	31.5601
12.146000	29.5259
12.148000	33.2275
12.151000	35.1128
12.154000	33.0787
12.156000	31.8113
12.159000	37.0795
12.161000	36.3318
12.164000	34.8210
12.166000	37.7161
12.169000	33.8665
12.172000	26.9069
12.174000	27.9820
12.177000	29.5918
12.178000	38.1635
12.180000	35.8618
12.183000	34.0956
12.185000	33.3505
12.188000	35.9827
12.193000	32.6974
12.196000	28.8701
12.198000	28.9007
12.201000	30.2350
12.203000	30.7793
12.206000	31.5942
12.209000	33.6942
12.211000	30.8889
12.214000	32.2139
12.216000	27.3532
12.219000	31.2470
12.221000	31.5278
12.224000	30.5351
12.227000	28.5151
12.229000	32.6438
12.232000	35.7533
12.234000	35.0030
12.237000	38.1079
12.240000	41.4663
12.242000	36.8687
12.245000	37.6617
12.248000	33.8416
12.251000	31.0464
12.253000	34.1340
12.256000	28.0082
12.259000	30.0758
12.262000	30.0932
12.265000	27.0371
12.267000	32.4229
12.270000	30.1324
12.273000	31.9361
12.276000	33.7388
12.279000	32.2114
12.281000	31.4482
12.284000	38.3696
12.287000	36.3261
12.290000	39.4050
12.292000	35.8196
12.295000	36.8467
12.298000	41.2060
12.301000	38.1286
12.304000	36.8438
12.306000	40.9479
12.309000	35.0395
12.312000	39.9132
12.315000	35.0243
12.318000	38.3571
12.320000	33.7210
12.323000	33.1932
12.326000	26.2251
12.329000	29.8121
12.331000	30.3146
12.334000	32.3578
12.337000	31.8207
12.340000	33.8652
12.343000	33.3254
12.348000	38.7217
12.351000	36.1082
12.354000	36.0827
12.357000	34.4981
12.359000	37.0767
12.362000	39.3894
12.365000	35.4579
12.368000	36.2077
12.371000	33.3057
12.374000	33.2691
12.377000	35.8461
12.380000	30.0508
12.383000	27.9098
12.386000	27.5995
12.389000	28.3382
12.392000	25.6574
12.395000	27.4471
12.398000	30.2955
12.401000	28.1316
12.404000	30.9869
12.407000	33.0546
12.410000	33.5357
12.413000	31.8918
12.416000	33.1693
12.419000	26.9882
12.422000	29.0612
12.428000	32.6892
12.431000	32.9020
12.434000	33.3834
12.437000	37.9018
12.440000	28.9596
12.442000	30.2659
12.444000	28.3337
12.446000	30.4532
12.448000	28.7871
12.450000	32.5378
12.452000	30.3272
12.454000	31.9148
12.456000	28.6101
12.458000	28.2929
12.460000	25.5212
12.462000	25.7452
12.464000	27.6094
12.466000	32.4876
12.468000	30.8030
12.470000	32.4054
12.472000	31.5403
12.474000	32.0477
12.476000	32.2810
12.478000	36.0980
12.480000	31.3695
12.482000	36.8526
12.484000	35.7097
12.486000	38.1650
12.488000	31.7514
12.490000	27.2655
12.492000	28.6073
12.494000	28.8389
12.496000	31.5798
12.498000	28.7457
12.500000	27.8607
12.502000	31.1706
12.504000	33.6485
12.506000	26.3143
12.508000	27.3881
12.510000	27.3396
12.512000	28.1360
12.514000	26.6787
12.516000	28.6058
12.518000	27.7109
12.520000	27.3800
12.522000	26.7649
12.524000	24.7292
12.526000	26.3827
12.528000	27.7560
12.530000	27.7084
12.532000	29.9433
12.534000	29.8987
12.536000	29.8542
12.538000	30.0961
12.540000	29.7652
12.542000	28.8593
12.544000	23.9257
12.546000	26.4650
12.548000	25.8400
12.550000	26.3681
12.552000	30.0773
12.554000	24.2455
12.557000	23.8792
12.559000	22.9569
12.561000	29.8824
12.563000	26.3458
12.565000	27.1726
12.567000	29.4613
12.569000	23.2804
12.571000	25.2777
12.573000	28.4526
12.575000	26.6479
12.577000	29.8332
12.579000	31.5562
12.581000	21.5014
12.583000	29.7072
12.585000	29.9606
12.587000	32.2850
12.589000	29.8781
12.591000	31.3193
12.593000	24.4524
12.594000	22.6461
12.596000	26.4627
12.598000	27.0134
12.600000	29.0567
12.602000	29.3140
12.604000	25.9845
12.606000	24.4428
12.608000	28.8922
12.610000	28.2511
12.612000	27.6087
12.614000	26.6639
12.616000	25.7169
12.618000	27.4828
12.620000	24.7226
12.622000	23.4679
12.624000	25.5412
12.626000	26.1040
12.628000	24.5435
12.630000	29.3625
12.632000	22.9330
12.634000	26.5438
12.636000	31.3843
12.638000	29.2109
12.640000	21.8323
12.642000	23.9296
12.644000	23.8859
12.646000	29.0617
12.648000	26.8731
12.650000	23.4482
12.652000	25.8702
12.654000	29.5324
12.656000	27.3346
12.658000	26.6782
12.660000	30.0460
12.662000	38.6928
12.668000	26.4881
12.670000	24.2701
12.672000	23.9184
12.674000	22.0050
12.676000	20.0873
12.678000	22.2344
12.680000	22.5066
12.682000	29.0543
12.684000	25.2527
12.686000	27.7315
12.688000	20.3945
12.690000	20.1007
12.692000	17.5981
12.694000	22.3551
12.696000	25.6370
12.703000	23.6444
12.708000	18.1447
12.713000	25.0651
12.719000	26.2493
12.724000	29.0631
12.729000	21.5969
12.734000	19.2574
12.740000	17.2154
12.745000	24.9101
12.750000	26.7937
12.755000	17.2921
12.761000	23.7289
12.766000	25.3043
12.769000	16.4316
12.772000	16.7179
12.774000	11.7711
12.777000	12.0552
12.780000	13.3273
12.783000	14.6034
12.785000	20.8334
12.788000	19.4848
12.791000	20.4435
12.794000	17.1139
12.796000	19.0753
12.799000	11.7754
12.802000	16.6076
12.802000	10.7508
12.805000	14.3607
12.808000	11.6830
12.810000	20.9442
12.813000	22.5814
12.816000	26.8766
12.819000	24.8690
12.822000	24.1890
12.829000	19.8317
12.832000	23.8101
12.835000	28.4584
12.838000	19.1250
12.841000	18.4470
12.844000	16.7700
12.848000	18.0898
12.851000	17.0809
12.854000	25.7439
12.857000	28.0736
12.861000	20.3948
12.865000	15.7179
12.870000	20.3846
12.874000	11.3714
12.878000	13.3728
12.882000	17.3782
12.886000	18.0474
12.890000	12.3778
12.894000	9.3801
12.899000	12.0573
12.903000	13.0658
12.907000	17.4091
12.911000	18.0847
12.915000	18.7609
12.919000	17.7721
12.924000	21.4494
12.928000	22.1264
12.932000	25.4652
12.935000	19.8197
12.939000	16.5097
12.942000	16.8544
12.945000	12.8810
12.948000	22.5252
12.951000	24.5281
12.954000	21.5530
12.957000	17.2542
12.961000	17.9370
12.964000	21.5963
12.967000	20.6167
12.970000	26.9199
12.974000	21.9747
12.977000	15.7086
12.981000	12.7606
12.982000	18.0521
12.985000	18.0704
12.989000	10.1791
12.992000	12.5107
12.996000	6.9422
12.999000	9.9324
13.003000	14.5508
13.006000	14.5535
13.010000	22.1108
13.012000	20.7970
13.014000	17.5163
13.017000	19.1583
13.019000	17.5214
13.021000	18.8339
13.023000	16.8720
13.025000	17.8569
13.027000	14.5901
13.030000	15.2516
13.032000	19.8286
13.034000	22.4426
13.036000	19.1827
13.038000	17.5568
13.040000	17.8879
13.043000	20.8257
13.045000	24.4083
13.047000	31.2377
13.049000	33.1852
13.051000	30.9095
13.053000	22.7962
13.055000	23.1248
13.057000	17.6203
13.059000	16.0097
13.061000	16.9904
13.063000	18.9403
13.065000	15.0711
13.067000	15.4057
13.069000	17.9990
13.071000	14.7849
13.073000	18.6644
13.075000	26.4018
13.077000	21.2594
13.079000	23.5188
13.081000	19.9934
13.084000	22.5763
13.086000	27.0732
13.088000	19.0720
13.090000	32.2054
13.092000	19.0980
13.094000	21.3477
13.096000	25.1899
13.098000	25.5176
13.100000	28.0754
13.102000	35.7225
13.105000	31.5898
13.108000	27.1514
13.111000	28.7494
13.114000	26.2279
13.117000	27.5075
13.120000	33.5192
13.123000	26.2747
13.126000	27.5502
13.129000	27.2508
13.132000	26.3251
13.135000	26.2958
13.135000	25.7160
13.138000	34.1817
13.141000	39.4981
13.145000	37.0016
13.149000	37.0042
13.153000	29.2457
13.156000	24.3003
13.159000	19.0608
13.163000	21.2626
13.167000	21.2977
13.171000	20.1020
13.175000	20.1385
13.178000	25.0693
13.182000	25.0946
13.186000	26.9508
13.190000	24.2286
13.194000	29.7265
13.198000	26.4003
13.202000	30.9624
13.205000	27.6403
13.209000	31.5795
13.213000	31.8855
13.217000	37.3062
13.220000	30.6865
13.223000	28.2855
13.227000	28.2895
13.230000	29.0930
13.230000	27.9917
13.233000	20.2136
13.237000	32.4733
13.240000	30.5874
13.240000	36.3473
13.243000	36.6342
13.246000	32.1525
13.250000	33.3298
13.253000	35.9939
13.256000	37.7614
13.259000	30.9134
13.261000	22.5927
13.264000	21.0991
13.267000	27.3138
13.269000	31.1559
13.272000	30.8402
13.277000	29.0287
13.280000	23.0877
13.282000	28.6942
13.285000	28.0775
13.288000	29.8250
13.290000	27.7364
13.293000	26.2287
13.295000	24.7301
13.298000	22.3330
13.301000	19.3429
13.303000	18.7279
13.306000	19.5773
13.309000	21.9033
13.311000	23.3547
13.314000	20.9462
13.316000	22.9877
13.319000	20.8709
13.321000	19.9513
13.324000	28.1933
13.327000	23.1094
13.329000	23.9643
13.332000	38.7370
13.335000	29.1983
13.338000	27.0683
13.341000	18.6966
13.344000	16.8513
13.347000	20.0585
13.350000	17.3155
13.353000	23.5043
13.356000	27.0185
13.359000	20.3912
13.362000	27.7898
13.365000	28.3247
13.368000	30.9547
13.371000	34.1884
13.373000	29.0532
13.376000	31.3892
13.378000	29.5458
13.381000	25.8735
13.383000	23.1198
13.386000	24.2515
13.388000	25.4091
13.390000	21.7424
13.393000	22.5728
13.395000	20.7099
13.398000	23.0530
13.400000	23.3060
13.403000	25.0503
13.405000	24.0918
13.407000	26.1680
13.410000	32.4801
13.412000	33.6545
13.415000	37.8562
13.417000	31.7221
13.419000	29.5440
13.420000	33.4889
13.421000	34.3841
13.423000	32.2050
13.424000	26.9880
13.425000	37.6666
13.426000	33.3655
13.428000	37.3040
13.429000	33.6103
13.430000	19.8042
13.431000	33.5698
13.433000	31.3825
13.434000	23.6911
13.435000	23.9742
13.436000	20.5730
13.438000	17.4506
13.439000	21.1135
13.440000	18.6290
13.441000	25.0637
13.443000	14.2437
13.444000	25.3034
13.445000	19.4277
13.447000	26.7775
13.448000	25.5222
13.449000	23.9576
13.450000	15.2940
13.452000	24.1989
13.453000	18.9249
13.454000	24.1545
13.455000	18.5681
13.457000	18.2112
13.458000	15.7120
13.459000	17.5448
13.460000	20.9271
13.462000	20.5724
13.463000	15.5911
13.464000	18.6676
13.466000	19.2427
13.467000	17.9791
13.468000	20.1294
13.469000	20.7286
13.471000	22.8605
13.472000	19.1107
13.473000	22.5085
13.474000	25.2865
13.476000	24.9363
13.477000	22.7385
13.478000	27.0764
13.481000	25.7746
13.482000	25.4444
13.483000	27.2958
13.485000	26.3243
13.486000	24.1230
13.487000	25.6644
13.488000	27.2067
13.490000	26.2352
13.491000	29.0280
13.492000	25.8882
13.493000	28.6822
13.495000	25.5241
13.496000	28.0076
13.497000	27.3660
13.498000	29.8511
13.500000	27.6300
13.501000	31.9939
13.503000	28.8343
13.506000	31.2932
13.507000	27.8339
13.509000	28.4304
13.510000	22.1500
13.512000	23.9994
13.513000	24.6112
13.515000	26.4627
13.516000	15.1621
13.518000	21.0896
13.519000	27.6610
13.521000	30.8733
13.521000	28.2612
13.523000	23.2152
13.524000	33.5552
13.526000	35.0991
13.527000	30.3798
13.529000	39.4564
13.530000	42.2694
13.532000	27.8076
13.533000	23.7149
13.535000	34.3643
13.536000	37.8060
13.538000	37.7836
13.539000	36.8306
13.541000	40.5760
13.542000	35.2280
13.544000	38.4725
13.544000	36.1484
13.545000	38.0214
13.546000	33.9298
13.548000	24.1778
13.549000	23.5401
13.551000	21.3237
13.552000	21.6282
13.553000	17.8528
13.555000	26.9359
13.556000	25.0440
13.557000	20.3286
13.559000	24.0767
13.560000	26.2643
13.561000	15.2771
13.564000	24.3499
13.565000	27.7914
13.567000	17.7438
13.568000	19.9315
13.570000	13.6505
13.571000	20.5387
13.572000	26.1720
13.574000	12.3764
13.576000	19.2563
13.578000	15.4893
13.579000	16.4238
13.580000	14.8546
13.582000	24.2320
13.583000	19.2222
13.584000	17.9670
13.586000	26.7126
13.587000	27.6451
13.589000	24.5103
13.590000	27.3172
13.591000	32.3093
13.593000	30.7370
13.594000	36.3498
13.596000	26.6659
13.598000	23.8516
13.600000	19.7936
13.602000	16.0517
13.604000	23.2122
13.605000	24.1439
13.607000	20.7171
13.609000	29.4220
13.611000	32.2128
13.613000	30.9629
13.615000	26.9210
13.617000	30.3302
13.619000	20.7134
13.621000	26.6020
13.623000	19.1683
13.625000	26.5986
13.627000	28.4532
13.629000	32.1598
13.631000	25.9795
13.633000	33.3868
13.635000	34.9246
13.636000	30.9147
13.638000	24.1362
13.639000	17.3639
13.641000	17.9885
13.642000	18.6083
13.644000	12.4710
13.645000	18.0078
13.647000	16.1766
13.648000	21.0921
13.650000	15.8890
13.651000	20.7990
13.653000	18.3592
13.654000	20.8138
13.655000	20.8190
13.657000	17.4675
13.658000	17.7801
13.660000	17.1838
13.661000	16.2760
13.663000	14.1584
13.664000	17.2149
13.666000	16.6224
13.667000	19.3697
13.669000	15.7367
13.670000	19.3925
13.672000	18.4977
13.673000	19.4165
13.674000	18.5149
13.676000	21.8655
13.677000	16.1190
13.679000	23.0982
13.680000	24.0125
13.682000	21.3074
13.683000	17.0888
13.685000	22.8410
13.686000	18.0254
13.688000	26.1778
13.689000	11.7365
13.690000	14.4582
13.692000	12.6810
13.693000	19.6034
13.695000	16.9242
13.696000	24.1334
13.698000	30.1414
13.699000	26.5541
13.701000	28.9615
13.702000	25.3810
13.704000	23.6064
13.705000	25.7046
13.707000	26.6158
13.708000	29.6028
13.709000	24.2503
13.710000	24.2600
13.711000	25.1619
13.712000	25.4684
13.713000	27.8540
13.714000	23.4089
13.715000	21.3427
13.716000	19.2789
13.717000	14.5506
13.718000	18.1208
13.719000	19.3189
13.720000	21.1074
13.721000	21.4156
13.722000	23.5695
13.722000	24.3828
13.723000	18.1924
13.724000	22.3386
13.725000	17.2148
13.725000	19.1086
13.725000	15.8621
13.726000	17.0574
13.727000	18.8405
13.728000	18.2663
13.729000	24.4602
13.730000	16.2381
13.731000	21.2504
13.732000	12.4533
13.733000	19.2230
13.734000	19.8247
13.735000	20.1325
13.736000	16.6315
13.737000	19.8690
13.738000	19.5914
13.739000	19.6066
13.740000	19.3297
13.741000	17.5930
13.742000	22.8633
13.743000	19.0850
13.744000	19.9755
13.745000	20.8650
13.746000	21.2164
13.746000	18.5511
13.747000	13.0399
13.748000	19.4567
13.749000	20.4185
13.749000	21.2163
13.750000	20.9412
13.751000	25.8899
13.752000	18.6522
13.753000	19.8286
13.754000	25.3480
13.755000	18.7038
13.756000	16.4072
13.757000	20.7621
13.759000	18.1965
13.760000	13.5988
13.761000	13.3317
13.762000	20.8441
13.763000	18.2694
13.764000	21.7406
13.765000	20.0315
13.766000	17.4629
13.767000	15.1850
13.768000	20.4455
13.768000	21.2319
13.769000	14.0798
13.770000	22.4121
13.771000	19.5646
13.772000	19.2967
13.773000	21.0312
13.774000	21.0487
13.775000	19.0671
13.776000	26.2211
13.777000	17.1088
13.778000	17.1293
13.779000	15.7259
13.780000	21.1552
13.782000	18.6335
13.783000	26.8900
13.784000	20.6602
13.785000	18.1264
13.786000	22.9652
13.787000	24.9652
13.788000	23.5660
13.789000	24.9972
13.790000	26.1439
13.791000	27.5715
13.792000	24.4815
13.793000	21.9601
13.794000	16.6241
13.795000	23.4056
13.796000	26.5191
13.797000	25.6912
13.798000	27.3936
13.799000	23.4775
13.800000	27.9854
13.801000	35.2910
13.802000	25.7739
13.803000	28.5906
13.804000	21.8905
13.805000	29.1795
13.806000	25.8415
13.807000	30.0463
13.808000	20.5754
13.809000	31.4684
13.810000	26.7461
13.812000	32.0645
13.813000	37.6362
13.814000	30.9798
13.815000	30.1613
13.816000	34.0583
13.817000	32.6847
13.818000	32.6977
13.819000	25.2405
13.820000	33.0004
13.821000	33.2897
13.823000	35.5223
13.824000	39.6679
13.825000	36.9221
13.826000	36.1070
13.827000	40.7928
13.828000	41.6247
13.829000	34.2188
13.830000	40.5415
13.831000	29.3105
13.832000	34.8056
13.833000	31.2603
13.834000	30.7290
13.835000	35.1172
13.836000	29.3961
13.837000	25.0483
13.838000	27.2502
13.839000	27.2695
13.840000	28.6497
13.841000	24.0450
13.842000	30.3170
13.843000	21.9176
13.848000	32.5853
13.850000	33.6973
13.852000	30.4941
13.855000	35.1191
13.857000	30.5861
13.860000	37.0672
13.862000	37.3616
13.865000	36.0695
13.867000	43.5498
13.869000	39.5827
13.872000	40.9442
13.874000	46.5204
13.876000	45.7417
13.879000	44.9743
13.881000	43.6772
13.883000	36.6141
13.886000	37.1867
13.888000	35.6524
13.891000	36.4872
13.893000	42.7596
13.896000	45.9049
13.898000	48.2510
13.901000	51.3673
13.903000	46.9994
13.905000	50.8706
13.906000	51.9024
13.908000	48.5802
13.910000	46.5499
13.912000	44.7831
13.914000	48.8810
13.916000	49.9131
13.917000	40.0179
13.919000	51.7075
13.921000	30.9827
13.923000	35.8307
13.925000	31.5933
13.926000	33.8839
13.928000	39.4558
13.930000	35.2342
13.932000	33.0309
13.934000	43.0625
13.936000	41.1021
13.937000	46.5914
13.939000	43.3896
13.941000	45.6500
13.943000	38.7581
13.945000	44.2253
13.947000	43.7644
13.948000	41.3228
13.950000	39.3989
13.952000	40.4204
13.954000	39.9730
13.956000	40.0153
13.957000	40.2799
13.959000	33.7662
13.961000	38.1844
13.963000	32.4307
13.965000	37.5569
13.967000	31.1096
13.968000	37.3919
13.970000	38.8820
13.972000	39.4089
13.974000	40.4112
13.976000	40.2186
13.977000	38.3385
13.979000	39.5763
13.981000	40.5720
13.983000	41.7999
13.985000	43.7298
13.987000	41.4181
13.988000	44.9643
13.990000	46.4080
13.992000	52.5213
13.993000	48.5616
13.995000	46.7278
13.996000	46.9778
13.997000	49.7839
13.998000	40.5116
14.000000	45.1934
14.001000	40.5919
14.002000	45.0127
14.003000	35.1145
14.005000	36.1101
14.006000	41.2057
14.007000	36.6422
14.008000	36.6781
14.010000	35.1477
14.011000	37.2430
14.012000	34.3101
14.013000	38.2261
14.015000	36.7022
14.016000	40.8290
14.017000	36.0939
14.018000	38.8516
14.020000	38.0148
14.021000	43.4715
14.022000	37.6336
14.023000	46.0077
14.025000	35.9417
14.026000	45.1866
14.027000	47.9050
14.028000	42.1038
14.030000	42.1649
14.031000	43.7581
14.033000	39.1385
14.035000	39.8735
14.036000	29.2545
14.038000	37.7274
14.038000	35.9884
14.040000	28.9960
14.042000	32.1736
14.043000	33.3166
14.045000	35.8145
14.047000	32.3855
14.049000	33.1255
14.050000	37.7517
14.052000	37.3879
14.054000	39.8511
14.056000	36.6654
14.057000	42.9835
14.059000	39.3695
14.061000	42.6713
14.062000	42.7014
14.064000	37.6042
14.066000	44.1076
14.068000	41.5971
14.069000	43.1240
14.071000	40.6238
14.073000	44.9429
14.075000	42.2372
14.076000	41.6309
14.078000	40.8455
14.080000	40.4856
14.082000	40.9700
14.083000	40.5798
14.085000	39.8017
14.087000	42.3809
14.089000	36.7902
14.090000	40.3776
14.092000	40.6476
14.094000	41.1243
14.096000	40.3525
14.097000	45.7785
14.099000	44.1709
14.101000	47.1172
14.103000	46.3380
14.104000	44.3003
14.106000	47.2318
14.108000	50.1519
14.110000	45.6815
14.112000	47.7748
14.114000	47.6135
14.116000	48.2680
14.118000	44.0352
14.120000	46.9279
14.122000	44.3340
14.123000	40.7096
14.125000	42.9876
14.127000	38.9962
14.129000	38.8487
14.131000	40.3118
14.133000	32.5230
14.135000	40.0113
14.137000	37.0554
14.139000	39.1102
14.141000	33.3661
14.143000	35.4190
14.145000	31.0902
14.147000	39.9029
14.149000	43.9225
14.151000	42.3755
14.152000	44.5773
14.154000	48.9716
14.156000	49.0037
14.158000	46.8632
14.160000	41.7691
14.162000	47.9155
14.164000	43.6188
14.166000	39.1355
14.168000	38.3916
14.170000	43.5302
14.172000	43.7610
14.174000	44.2126
14.174000	41.0565
14.176000	45.1965
14.178000	43.4713
14.180000	42.1393
14.181000	43.5204
14.183000	37.3225
14.185000	40.4722
14.187000	39.9234
14.189000	41.1222
14.191000	40.5728
14.193000	42.5429
14.195000	41.2180
14.197000	45.6973
14.199000	43.7915
14.201000	46.5223
14.203000	46.7404
14.205000	47.5360
14.207000	42.5522
14.209000	46.7243
14.209000	46.2360
14.210000	51.0572
14.212000	46.6565
14.214000	46.8719
14.216000	46.1271
14.218000	46.1503
14.220000	43.8734
14.222000	40.8336
14.224000	44.4960
14.226000	44.7107
14.228000	43.3960
14.230000	46.0936
14.232000	44.3556
14.232000	45.1611
14.234000	45.1833
14.236000	44.2524
14.238000	45.9894
14.240000	45.6299
14.242000	46.2222
14.244000	43.9616
14.246000	45.8841
14.248000	46.4750
14.250000	45.7365
14.252000	41.5850
14.254000	43.6937
14.256000	42.5794
14.258000	44.3065
14.260000	43.1932
14.261000	46.4204
14.263000	52.1128
14.265000	45.1397
14.267000	49.6934
14.269000	48.0142
14.271000	51.6179
14.273000	47.3012
14.275000	54.2919
14.276000	46.3913
14.278000	52.6238
14.279000	51.3159
14.281000	53.4034
14.282000	47.9614
14.283000	47.5963
14.285000	41.2334
14.286000	45.0227
14.286000	46.1274
14.287000	41.8226
14.289000	42.5989
14.290000	42.2368
14.292000	43.2000
14.293000	41.9019
14.294000	44.7240
14.296000	48.3046
14.297000	45.3233
14.298000	49.6368
14.300000	47.9776
14.301000	53.0332
14.303000	51.9340
14.304000	55.1171
14.306000	51.2211
14.308000	54.9706
14.310000	51.8258
14.312000	51.6630
14.314000	52.2444
14.315000	53.1852
14.317000	51.1658
14.319000	53.6028
14.321000	51.7725
14.323000	50.8718
14.325000	50.1581
14.327000	46.4877
14.329000	45.9649
14.331000	44.3362
14.333000	43.0799
14.335000	43.1162
14.336000	45.7127
14.338000	49.6109
14.340000	48.9073
14.342000	54.6319
14.344000	53.7424
14.346000	52.4889
14.348000	54.3500
14.350000	46.7005
14.352000	50.5741
14.354000	48.6021
14.356000	52.2838
14.358000	48.8598
14.359000	52.5167
14.361000	49.6445
14.363000	53.2816
14.363000	54.9449
14.365000	53.1653
14.367000	50.1241
14.369000	51.4293
14.371000	46.4140
14.373000	45.9195
14.375000	47.5874
14.377000	46.1955
14.379000	47.8600
14.380000	49.6773
14.382000	54.3794
14.384000	51.9142
14.386000	56.7790
14.388000	53.4274
14.390000	57.7421
14.392000	50.1347
14.394000	52.3128
14.396000	45.0943
14.398000	46.7445
14.400000	44.5052
14.402000	46.8578
14.403000	45.3014
14.405000	49.2302
14.407000	46.6521
14.409000	51.9680
14.411000	47.1224
14.413000	51.1979
14.415000	48.4638
14.417000	49.5668
14.419000	48.4099
14.421000	47.9512
14.423000	46.9764
14.424000	47.0089
14.426000	53.9703
14.428000	50.7535
14.430000	56.6508
14.432000	55.6706
14.434000	54.3529
14.436000	57.6488
14.437000	55.9677
14.438000	52.5874
14.439000	52.2763
14.441000	49.2802
14.442000	45.9220
14.443000	51.3790
14.444000	42.2734
14.445000	45.0187
14.446000	41.0051
14.447000	45.4327
14.450000	44.8750
14.451000	45.0821
14.452000	46.1275
14.453000	46.5006
14.454000	47.7098
14.455000	50.2536
14.456000	50.6214
14.458000	51.0217
14.459000	50.5558
14.460000	50.5898
14.461000	54.9401
14.463000	55.8265
14.464000	52.0498
14.466000	54.0960
14.467000	53.3023
14.468000	54.4865
14.469000	51.3919
14.470000	55.8614
14.471000	51.9522
14.472000	52.9691
