# Age (kyr)	GMGSL (m)Miller et al. (2024)
31.228000	28.9955
31.232000	32.8656
31.235000	38.2064
31.239000	36.4441
31.243000	32.0215
31.247000	24.9425
31.250000	29.3862
31.254000	29.3992
31.258000	32.9531
31.262000	28.5355
31.263000	23.2265
31.267000	27.3664
31.271000	22.6550
31.275000	22.0719
31.278000	27.6775
31.282000	25.9116
31.286000	30.3346
31.290000	30.0394
31.293000	26.5009
31.297000	26.4977
31.301000	26.4928
31.305000	29.4349
31.308000	28.2498
31.312000	28.8308
31.316000	33.2460
31.319000	29.6972
31.322000	31.4590
31.325000	34.1066
31.328000	37.6410
31.331000	37.9274
31.334000	34.6671
31.337000	44.4113
31.340000	40.5585
31.342000	39.0728
31.345000	37.8779
31.348000	34.3132
31.351000	34.8913
31.354000	36.9511
31.357000	28.0430
31.360000	33.9563
31.363000	30.3784
31.366000	37.1887
31.369000	38.0642
31.372000	28.8331
31.375000	31.4884
31.378000	26.7059
31.381000	25.4905
31.384000	25.1671
31.387000	25.7372
31.390000	28.9930
31.392000	31.0662
31.395000	31.9387
31.398000	30.7196
31.401000	37.5751
31.404000	31.8671
31.407000	36.6357
31.410000	33.6161
31.411000	30.6093
31.413000	38.6927
31.416000	32.6668
31.417000	38.3649
31.419000	34.4444
31.420000	37.1415
31.422000	28.5556
31.423000	34.7126
31.425000	38.9101
31.426000	34.3871
31.428000	34.3704
31.429000	35.5673
31.431000	38.5658
31.432000	28.6073
31.434000	40.0524
31.435000	32.1986
31.437000	40.6355
31.438000	36.3998
31.440000	32.7570
31.442000	37.2747
31.445000	38.7642
31.448000	39.0446
31.451000	40.5379
31.454000	34.7512
31.457000	38.9766
31.460000	34.6979
31.462000	34.0717
31.465000	40.7417
31.467000	31.8935
31.468000	30.6648
31.471000	38.2585
31.474000	36.4030
31.477000	35.1550
31.480000	36.0455
31.483000	38.1619
31.486000	37.8312
31.489000	35.3532
31.492000	30.4151
31.495000	28.8473
31.498000	26.6616
31.501000	30.3200
31.504000	29.3640
31.507000	27.1727
31.509000	32.3952
31.512000	33.9097
31.515000	36.6636
31.518000	31.3775
31.521000	35.0635
31.524000	34.1063
31.527000	30.6650
31.530000	40.5728
31.533000	29.3594
31.536000	28.0826
31.539000	27.7380
31.542000	23.9637
31.545000	31.7277
31.548000	38.2570
31.551000	35.4203
31.554000	37.8977
31.557000	30.6714
31.559000	28.7714
31.562000	35.9541
31.565000	31.2205
31.568000	37.7903
31.571000	29.2765
31.574000	33.9681
31.577000	36.1480
31.580000	30.4487
31.583000	29.4739
31.586000	28.8135
31.589000	30.9975
31.592000	34.4513
31.595000	28.7274
31.598000	35.9892
31.601000	29.6233
31.604000	24.8345
31.607000	22.8978
31.609000	30.8245
31.612000	28.2544
31.615000	27.9095
31.618000	28.2019
31.621000	28.8140
31.624000	26.2358
31.627000	31.0006
31.630000	28.7406
31.633000	32.5558
31.638000	28.9989
31.642000	21.2748
31.647000	22.1928
31.652000	19.5796
31.656000	26.6209
31.661000	22.7223
31.666000	20.4286
31.670000	21.3661
31.675000	27.1441
31.680000	28.7328
31.684000	28.7133
31.689000	30.6333
31.694000	30.2899
31.698000	34.1676
31.703000	28.6362
31.706000	27.6523
31.710000	28.2899
31.713000	31.2079
31.717000	37.0549
31.720000	30.2188
31.724000	27.9339
31.727000	31.1863
31.731000	29.8799
31.734000	30.8559
31.738000	32.4854
31.741000	29.5510
31.745000	25.3111
31.748000	33.4703
31.752000	32.4961
31.755000	28.2565
31.759000	25.9772
31.762000	27.9422
31.766000	28.9312
31.769000	27.6325
31.771000	32.5385
31.773000	29.6046
31.773000	29.6046
31.776000	23.0801
31.777000	27.3310
31.780000	32.8965
31.783000	29.1510
31.786000	33.9015
31.787000	24.4305
31.788000	35.2174
31.790000	23.7909
31.794000	21.8508
31.797000	19.2535
31.801000	26.4632
31.804000	28.7674
31.808000	28.7921
31.811000	29.7910
31.815000	28.8383
31.818000	32.1235
31.822000	26.9306
31.825000	32.8262
31.829000	33.8349
31.832000	40.0537
31.836000	34.2155
31.839000	28.3734
31.842000	27.7481
31.845000	26.7979
31.848000	32.6875
31.851000	27.1799
31.854000	27.8597
31.858000	35.3811
31.861000	45.4903
31.864000	31.2101
31.867000	33.8399
31.870000	35.1687
31.873000	34.5484
31.876000	30.3576
31.880000	33.6450
31.883000	24.5930
31.886000	26.8976
31.889000	25.3110
31.892000	20.8096
31.895000	22.7902
31.902000	32.2618
31.905000	35.2071
31.908000	34.5934
31.910000	34.6156
31.913000	31.7409
31.915000	28.8564
31.918000	21.7879
31.920000	26.3342
31.923000	25.4038
31.925000	29.6238
31.928000	27.7255
31.931000	31.9543
31.933000	29.4001
31.936000	34.5923
31.938000	30.1067
31.941000	33.6857
31.943000	35.3192
31.946000	38.5723
31.949000	35.0689
31.953000	35.1169
31.956000	30.3332
31.960000	32.9533
31.964000	27.2252
31.967000	34.9655
31.968000	31.4487
31.971000	38.2212
31.972000	31.8200
31.974000	32.1659
31.977000	32.2037
31.978000	34.7796
31.982000	39.9527
31.990000	36.8465
31.994000	34.6561
31.998000	33.1069
32.002000	34.7483
32.006000	29.3568
32.010000	29.0770
32.014000	33.2642
32.018000	39.3614
32.022000	34.6134
32.026000	36.5615
32.030000	34.6845
32.034000	41.4079
32.038000	35.0720
32.042000	38.9253
32.047000	41.8291
32.051000	40.9052
32.055000	41.8896
32.059000	34.9219
32.063000	39.0855
32.067000	31.1644
32.071000	40.0950
32.075000	44.2547
32.079000	41.7368
32.084000	36.0441
32.088000	39.8832
32.092000	31.0003
32.097000	37.7054
32.100000	32.9475
32.101000	35.1794
32.105000	36.4701
32.110000	32.9884
32.114000	35.5504
32.118000	30.7839
32.123000	29.8394
32.127000	32.7179
32.131000	29.8525
32.136000	37.8432
32.140000	42.0060
32.144000	38.8162
32.148000	30.8188
32.152000	30.1760
32.156000	39.1498
32.160000	28.2407
32.165000	34.3338
32.169000	32.0775
32.173000	34.3225
32.177000	36.8932
32.181000	37.8551
32.185000	33.0043
32.189000	45.6031
32.192000	40.1019
32.194000	43.3376
32.197000	41.0668
32.200000	43.0093
32.203000	35.2116
32.206000	31.6245
32.208000	32.9157
32.211000	42.9967
32.215000	35.4905
32.219000	36.7796
32.223000	31.5310
32.227000	38.0565
32.231000	34.7608
32.235000	35.3963
32.238000	28.1453
32.245000	19.8426
32.249000	24.7492
32.253000	29.6707
32.261000	33.5857
32.266000	37.2088
32.270000	24.8581
32.273000	36.5010
32.277000	28.1213
32.281000	28.4159
32.285000	30.0526
32.289000	24.6395
32.293000	30.3130
32.298000	24.8680
32.302000	29.8883
32.306000	38.6507
32.310000	42.0183
32.314000	34.8642
32.319000	40.2740
32.324000	20.4453
32.328000	34.0674
32.331000	28.5613
32.335000	28.8597
32.339000	28.1274
32.343000	34.2823
32.346000	29.4264
32.350000	27.3084
32.354000	18.6015
32.357000	24.7957
32.360000	23.7135
32.364000	26.4420
32.367000	28.1467
32.371000	24.6072
32.374000	26.6649
32.378000	27.3154
32.381000	17.8032
32.385000	32.8555
32.388000	26.8403
32.390000	23.6429
32.393000	25.3657
32.394000	20.0547
32.395000	20.7456
32.397000	22.1295
32.399000	26.7026
32.402000	25.2468
32.404000	31.9639
32.406000	32.6546
32.408000	26.5900
32.411000	27.6209
32.413000	23.6756
32.415000	23.6479
32.417000	30.4067
32.420000	26.0827
32.422000	27.1316
32.424000	25.6739
32.426000	30.3122
32.429000	32.7957
32.431000	24.1468
32.434000	28.4283
32.435000	22.2922
32.436000	25.5222
32.438000	16.4769
32.440000	30.1672
32.443000	28.6898
32.445000	26.1341
32.447000	26.4724
32.449000	26.8115
32.452000	23.8712
32.454000	25.2996
32.456000	23.4561
32.458000	22.7019
32.461000	21.2036
32.463000	24.8263
32.467000	32.8233
32.470000	31.8830
32.472000	29.1170
32.474000	28.7306
32.476000	22.4694
32.479000	22.7994
32.481000	23.8787
32.485000	17.5663
32.489000	26.3703
32.490000	24.8826
32.494000	21.5096
32.498000	29.6140
32.500000	30.3387
32.502000	28.8376
32.506000	37.3534
32.507000	22.8439
32.511000	29.8780
32.514000	21.2775
32.516000	19.7627
32.518000	26.0888
32.522000	26.9882
32.526000	16.2795
32.530000	21.1080
32.534000	21.8193
32.538000	21.4053
32.542000	20.9913
32.545000	21.7176
32.549000	20.9277
32.553000	31.4750
32.557000	32.5891
32.561000	24.6149
32.565000	25.7255
32.569000	30.6362
32.573000	30.6176
32.577000	23.7518
32.580000	25.6376
32.584000	27.5221
32.588000	26.3596
32.592000	24.0509
32.596000	28.6168
32.600000	26.3083
32.604000	37.3906
32.607000	28.5799
32.610000	21.2927
32.614000	22.4270
32.616000	24.7206
32.620000	24.7089
32.623000	27.7715
32.626000	20.4694
32.630000	26.6052
32.633000	22.3723
32.636000	23.5194
32.640000	26.5895
32.643000	22.7388
32.646000	25.8134
32.650000	16.9561
32.653000	15.4121
32.657000	16.1781
32.662000	26.9618
32.666000	21.9532
32.671000	18.4858
32.675000	18.8729
32.680000	28.1287
32.684000	27.7479
32.688000	18.8859
32.691000	29.6857
32.695000	22.3671
32.699000	18.5195
32.702000	23.9232
32.706000	35.8823
32.710000	28.1818
32.714000	34.7438
32.722000	20.5069
32.730000	14.7549
32.734000	15.1549
32.738000	14.0150
32.742000	18.2658
32.746000	26.7494
32.750000	22.5305
32.755000	19.4720
32.759000	26.0275
32.763000	12.1983
32.767000	20.6754
32.771000	23.3830
32.775000	19.5560
32.779000	19.9575
32.783000	21.1273
32.787000	22.2966
32.792000	24.6217
32.796000	21.1827
32.800000	15.0577
32.808000	17.3961
32.812000	21.2506
32.816000	23.9529
32.825000	28.5922
32.829000	28.6080
32.835000	24.4137
32.841000	19.0700
32.847000	16.4109
32.852000	27.5485
32.858000	25.2722
32.864000	27.3084
32.867000	33.3576
32.869000	23.0159
32.873000	24.9484
32.874000	27.2523
32.878000	19.9852
32.882000	16.1678
32.886000	16.5670
32.891000	16.2035
32.895000	22.3532
32.899000	22.3694
32.903000	19.7020
32.908000	23.5567
32.912000	27.0244
32.915000	25.5033
32.923000	24.3873
32.927000	23.6377
32.931000	21.3539
32.934000	25.2030
32.938000	23.6867
32.942000	28.3087
32.946000	32.5479
32.948000	34.4761
32.954000	32.9708
32.960000	28.0119
32.966000	34.1832
32.972000	25.7695
32.978000	28.4878
32.984000	31.2074
32.990000	30.4719
32.994000	17.8192
32.998000	24.7541
33.002000	20.1615
33.006000	27.0904
33.010000	24.0301
33.014000	29.0399
33.019000	27.9045
33.023000	33.3014
33.027000	30.6245
33.031000	23.7154
33.035000	25.6518
33.039000	29.8980
33.044000	30.3004
33.050000	34.9427
33.055000	33.8056
33.061000	31.8996
33.066000	30.7590
33.071000	29.2307
33.077000	25.3847
33.082000	28.4872
33.088000	25.7930
33.093000	19.2189
33.098000	24.2585
33.102000	29.6922
33.107000	24.2662
33.112000	29.3215
33.116000	20.7690
33.121000	27.3867
33.125000	21.1514
33.130000	18.4133
33.135000	21.5305
33.139000	19.3724
33.144000	29.7489
33.149000	23.8643
33.153000	28.5772
33.158000	29.7605
33.162000	19.9064
33.167000	21.8681
33.171000	19.8825
33.176000	26.2093
33.180000	21.4458
33.185000	28.1947
33.195000	22.2152
33.204000	21.4031
33.214000	17.7734
33.224000	20.5797
33.230000	16.9372
33.237000	13.6847
33.243000	18.1464
33.250000	15.7053
33.256000	21.0173
33.263000	23.9037
33.269000	26.8025
33.275000	16.5680
33.281000	15.7684
33.287000	20.7423
33.293000	17.0665
33.295000	20.7964
33.299000	20.4133
33.305000	27.0851
33.309000	25.8829
33.313000	25.0953
33.317000	18.0866
33.321000	17.7123
33.325000	19.4163
33.332000	24.4855
33.336000	25.7847
33.340000	16.2759
33.344000	19.6576
33.345000	17.1764
33.348000	19.2994
33.349000	14.7390
33.351000	16.8486
33.353000	21.4546
33.355000	23.9813
33.357000	20.2699
33.359000	28.2043
33.361000	21.1672
33.364000	16.2281
33.368000	19.2088
33.372000	22.1903
33.376000	32.2336
33.380000	26.9074
33.385000	17.8748
33.389000	26.4589
33.393000	22.6036
33.397000	15.6517
33.402000	22.8000
33.406000	24.5434
33.410000	25.4603
33.412000	21.3822
33.414000	28.0262
33.419000	31.8452
33.423000	27.0027
33.428000	29.9973
33.433000	19.8815
33.437000	18.3617
33.442000	24.2239
33.447000	25.5877
33.450000	24.8607
33.453000	24.1376
33.456000	23.8234
33.459000	14.2086
33.463000	22.4285
33.466000	13.2606
33.469000	17.6010
33.472000	24.7385
33.475000	13.2174
33.479000	16.9807
33.484000	19.5717
33.488000	20.1268
33.493000	27.4528
33.496000	23.2152
33.499000	22.1516
33.502000	17.1638
33.506000	17.9352
33.509000	15.1420
33.512000	20.3597
33.515000	20.1085
33.518000	11.7153
33.522000	16.5757
33.525000	23.2851
33.528000	14.2016
33.531000	21.6529
33.534000	22.9503
33.538000	25.6245
33.541000	24.8216
33.545000	16.3344
33.549000	18.4589
33.552000	25.3868
33.556000	23.7349
33.560000	22.8480
33.563000	24.8762
33.567000	21.7944
33.574000	30.2734
33.578000	24.6864
33.582000	29.2784
33.585000	23.3450
33.589000	20.4060
33.593000	26.0428
33.596000	20.2351
33.600000	21.2594
33.604000	29.2739
33.607000	26.7013
33.611000	24.9322
33.615000	23.5410
33.618000	24.4820
33.622000	28.8988
33.626000	30.2340
33.630000	31.5618
33.633000	27.1491
33.641000	26.9053
33.644000	32.7301
33.648000	29.8517
33.652000	33.7593
33.659000	44.1810
33.663000	45.0980
33.668000	40.2062
33.672000	42.7001
33.676000	47.5907
33.681000	48.5660
33.685000	47.3815
33.689000	47.4093
33.694000	50.4402
33.698000	49.8895
33.702000	56.1964
33.703000	58.2517
33.706000	55.9035
33.710000	56.4642
33.714000	53.4385
33.718000	52.9452
33.722000	55.4434
33.725000	59.9653
33.729000	57.0659
33.733000	59.2142
33.737000	57.4455
33.741000	58.2857
33.745000	64.4252
33.748000	60.8651
33.752000	64.1462
33.756000	61.9804
33.760000	56.0122
33.767000	60.0143
33.769000	61.1334
33.773000	63.3395
33.775000	59.5840
33.780000	57.7163
33.786000	61.9777
33.787000	56.3021
33.791000	62.6651
33.794000	60.7786
33.800000	63.7290
33.807000	59.4195
33.811000	62.1273
33.814000	67.1062
33.821000	68.3426
33.827000	64.4465
33.833000	66.0471
33.841000	67.6401
33.843000	68.0338
33.846000	65.1145
33.852000	68.1152
33.858000	72.7291
33.866000	67.5438
33.874000	71.4269
33.884000	73.9530
33.895000	73.5767
33.905000	76.0383
33.915000	78.3987
33.928000	82.8435
33.946000	83.5846
34.174000	104.0873
34.222000	102.6603
34.250000	102.4532
34.295000	106.2507
34.316000	103.2993
34.324000	102.9220
34.398000	102.9341
34.429000	101.6826
34.509000	97.8946
34.531000	97.6197
34.572000	94.7169
34.608000	92.3705
34.749000	88.9525
34.765000	91.6740
34.784000	89.7802
34.967000	88.1583
34.985000	87.0772
35.112000	85.0006
35.177000	84.8607
35.296000	83.7422
35.324000	84.3231
35.343000	83.1083
35.375000	83.9272
35.411000	84.2287
35.454000	82.8549
35.863000	80.2324
36.051000	81.8452
36.138000	77.8503
36.225000	74.5054
36.340000	70.3830
36.399000	68.4609
36.692000	66.1036
36.813000	65.4357
37.035000	65.3241
37.091000	62.4856
37.277000	66.0440
37.485000	59.6914
37.558000	66.6677
37.630000	65.1980
37.738000	65.3945
37.971000	68.2079
38.092000	67.5752
38.212000	71.4170
38.329000	70.8111
38.337000	69.7529
38.437000	72.2154
38.445000	63.2711
38.460000	65.8655
38.513000	59.5498
38.576000	70.7102
38.636000	69.9330
38.689000	69.0705
38.736000	73.3772
38.790000	70.9859
38.791000	68.3052
38.860000	76.4554
39.010000	76.8088
39.107000	77.8107
39.109000	80.6052
39.138000	76.4997
39.242000	82.1836
39.280000	82.7856
39.285000	82.0695
39.315000	81.2933
39.368000	84.2572
39.425000	85.3177
39.597000	83.7898
39.659000	84.3602
39.726000	82.6101
39.782000	88.7061
39.854000	93.4400
40.279000	104.7866
40.324000	101.4274
40.366000	101.6798
40.403000	96.4946
40.432000	96.2809
40.525000	80.2285
40.589000	74.7063
40.714000	71.9446
40.718000	71.8662
40.757000	69.1257
40.792000	70.4784
40.813000	65.6866
40.813000	67.7181
40.833000	66.1740
40.854000	70.4553
40.855000	70.4519
40.886000	79.5900
40.887000	75.0114
40.912000	75.3094
40.944000	74.4235
40.993000	76.5449
41.035000	74.6701
41.065000	74.6462
41.085000	78.2410
41.106000	76.4646
41.125000	77.8709
41.146000	74.4033
41.168000	73.9358
41.187000	80.4715
41.206000	77.5201
41.207000	77.7249
41.226000	75.3600
41.262000	81.7099
41.281000	77.4995
41.283000	73.2466
41.304000	76.9367
41.322000	79.0085
41.323000	79.0109
41.341000	76.6114
41.344000	77.8414
41.363000	80.1394
41.364000	79.9386
41.410749	74.1763
41.441694	74.4874
41.472638	78.3986
41.503583	78.1081
41.534528	79.8611
41.565472	79.4905
41.596417	80.9627
41.627362	79.4989
41.658306	82.1818
41.689251	81.9238
41.720195	86.3315
41.782085	85.1805
41.813029	86.6331
41.843974	88.0363
41.874919	87.7577
41.905863	89.0054
41.936808	90.4791
41.967752	90.7694
41.998697	90.1361
42.029642	90.9901
42.060586	86.5793
42.091531	87.9678
42.122476	90.3897
42.184365	90.1466
42.215309	89.1074
42.246254	90.7971
42.277199	90.0844
42.308143	88.0837
42.431922	84.2739
42.462866	84.4370
42.493811	87.0972
42.521661	86.8447
42.548736	86.0089
42.602888	81.9555
42.604202	86.9460
42.655950	78.4415
42.657040	87.5600
42.707699	82.3340
42.781588	81.4904
42.808664	79.6405
42.835740	79.3931
42.862816	80.6899
42.889892	81.3621
42.916967	79.7788
42.938628	85.9842
42.965704	85.6976
42.992780	89.5008
43.019856	88.9847
43.046931	89.5454
43.074007	93.7463
43.101083	89.5521
43.128159	90.4051
43.155235	90.8810
43.182310	93.4274
43.209386	92.3222
43.236462	95.5200
43.263538	94.5682
43.290614	94.1173
43.317690	92.8241
43.344765	92.2443
43.371841	92.3430
43.398917	98.1003
43.425993	95.8196
43.453069	94.1702
43.480144	97.1520
43.507220	96.7503
43.534296	91.1090
43.561372	93.6797
43.588448	97.1731
43.615524	95.1551
43.642599	98.9271
43.669675	99.5586
43.696751	99.3481
43.723827	96.7577
43.750903	99.8325
43.777978	101.7064
43.805054	98.5140
43.832130	101.6529
43.859206	99.4320
43.886282	101.6628
43.913357	98.1490
43.940433	101.4764
43.967509	98.6229
43.994585	99.5042
44.008978	97.9873
44.020199	99.7494
44.031421	97.3181
44.042643	95.4737
44.053865	96.4653
44.065087	99.3441
44.087531	91.9518
44.098753	95.5228
44.109975	94.2815
44.121197	96.5091
44.132419	92.5684
44.143641	91.8467
44.154863	91.3785
44.166085	89.4858
44.177307	90.8450
44.188529	88.9864
44.199751	91.2232
44.210973	88.2249
44.222195	91.8996
44.233416	97.1114
44.244638	89.5486
44.255860	89.7952
44.267082	86.9771
44.289526	90.1855
44.289526	92.1476
44.300748	86.5971
44.311970	86.0360
44.323192	87.1429
44.334414	88.7076
44.345636	85.6271
44.356858	88.8431
44.368080	81.8001
44.379302	86.4586
44.390524	87.9666
44.401746	79.3162
44.412968	88.4253
44.424189	85.3128
44.446633	96.4371
44.457855	83.4142
44.469077	86.2847
44.469077	89.0939
44.480299	87.6125
44.491521	93.3221
44.491521	91.3334
44.502743	89.7638
44.513965	87.6932
44.525187	88.1951
44.536409	85.6054
44.547631	89.2380
44.558853	89.9023
44.570075	92.2955
44.581297	92.7910
44.592519	91.0491
44.603741	90.2759
44.614963	88.1460
44.626185	92.4800
44.637406	88.5609
44.648628	89.2955
44.671072	90.5765
44.682294	88.7131
44.693516	87.6763
44.704738	92.3780
44.715960	92.0053
44.727182	92.3357
44.738404	88.0143
44.749626	94.8556
44.760848	88.4611
44.772070	91.9909
44.772070	85.3328
44.783292	87.1223
44.794514	90.0356
44.805736	92.4336
44.829688	90.3262
44.843424	88.0974
44.857160	90.6428
44.870897	98.5144
44.884633	88.3829
44.898369	92.0907
44.912105	90.0991
44.925841	92.0663
44.939577	92.6148
44.953313	93.6332
44.967050	92.2898
44.980786	98.7248
44.994522	91.7085
45.008258	99.3105
45.021994	94.0622
45.049467	90.8989
45.063203	96.9525
45.063203	94.6835
45.076939	90.8050
45.090675	96.5858
45.090675	95.1466
45.104411	95.6267
45.118147	92.8918
45.118147	98.1211
45.131883	95.7778
45.131883	99.5723
45.145620	96.9543
45.145620	95.5751
45.173092	98.4534
45.173092	99.2268
45.186828	97.7295
45.186828	97.7714
45.214300	96.2040
45.214300	99.9595
45.228037	96.3110
45.241773	93.6467
45.255509	97.8710
45.269245	94.5483
45.282981	96.4228
45.296717	91.8950
45.305508	87.9586
45.349921	88.9740
45.376570	86.0480
45.394335	86.7732
45.412101	89.6964
45.420983	85.1844
45.429866	86.3883
45.438749	86.6360
45.447632	86.6160
45.456514	86.9160
45.465397	86.4012
45.474280	88.2663
45.483162	87.2769
45.492044	88.3651
45.497041	86.1934
45.502039	87.7235
45.507036	87.6486
45.512033	90.4514
45.517030	89.7004
45.522028	88.6431
45.527025	91.1974
45.532022	89.2035
45.537019	90.6019
45.542017	89.8279
45.547014	94.9206
45.552011	90.7070
45.557008	89.7218
45.562006	87.8220
45.567003	88.7392
45.572001	89.9902
45.578881	87.2363
45.585761	90.0448
45.592641	90.4315
45.599521	88.7544
45.606401	90.4315
45.613281	90.7298
45.627041	87.6655
45.633922	91.3892
45.640802	91.9108
45.647682	90.6123
45.654562	89.7231
45.661442	91.6372
45.668322	91.8506
45.675202	91.1043
45.682082	91.5275
45.688962	89.2708
45.695842	90.3465
45.702723	94.2621
45.709603	88.7311
45.716483	91.3826
45.723363	91.3121
45.730243	92.5137
45.737123	93.1314
45.744003	91.6165
45.750883	91.8136
45.757763	91.1747
45.764643	91.3232
45.771523	94.6440
45.778404	91.6539
45.785284	91.1223
45.792164	93.3257
45.799044	91.1824
45.805924	91.5749
45.812804	93.4028
45.819684	93.8437
45.826564	93.2141
45.833444	92.2000
45.840324	90.6583
45.847205	92.1358
45.854085	96.5295
45.860965	92.1078
45.867845	101.4837
45.874725	95.1609
45.881605	93.4080
45.888485	97.2340
45.902245	91.4876
45.909125	92.6740
45.922886	92.2960
45.964166	90.3252
45.971046	93.5854
45.971046	91.0510
45.977926	97.9785
45.984806	93.3003
45.991687	93.4453
45.998567	92.6163
46.005447	92.6037
46.012327	90.7422
46.019207	94.8824
46.026087	92.3222
46.032967	94.2157
46.039847	92.1183
46.046727	91.1757
46.053607	89.3764
46.060487	88.9342
46.067368	91.0479
46.074248	89.8564
46.081128	90.0838
46.088008	88.8901
46.094888	90.9558
46.101768	89.4583
46.108648	90.7492
46.115528	91.1096
46.122408	95.4949
46.136168	91.8219
46.149929	91.6393
46.156809	90.7874
46.163689	91.2109
46.170569	90.1349
46.177449	92.1602
46.184329	89.1036
46.191209	93.9894
46.198089	92.1098
46.204969	92.5524
46.211850	88.8465
46.218730	92.4782
46.225610	91.4574
46.239370	92.6975
46.246250	92.4013
46.253130	91.9898
46.260010	92.7384
46.266890	91.1889
46.273770	91.6366
46.280650	92.3979
46.287531	94.6099
46.294411	92.1362
46.301291	92.4760
46.308171	93.8907
46.315051	91.7024
46.321931	92.9441
46.328811	93.6561
46.335691	92.0048
46.342571	93.0595
46.349451	92.2978
46.356332	91.0675
46.363212	92.1128
46.370092	87.1351
46.376972	93.2909
46.383852	92.8905
46.390732	91.5466
46.397742	92.0583
46.404752	94.3455
46.411762	89.9913
46.418772	92.6027
46.425782	91.9044
46.432792	93.5450
46.439802	90.3848
46.446812	92.4208
46.460832	94.5860
46.467842	94.3890
46.474852	94.2279
46.495883	92.7147
46.509903	92.8552
46.516913	92.2701
46.523923	92.4496
46.530933	95.6874
46.537943	89.6880
46.544953	88.6911
46.551963	94.4385
46.558973	93.0791
46.565983	94.4311
46.572993	93.5102
46.580003	91.4493
46.587013	89.8429
46.594023	92.8434
46.601033	88.0547
46.608043	91.9428
46.615053	87.7035
46.622063	94.5860
46.629073	94.0954
46.636083	94.7871
46.643093	95.7251
46.650103	97.3116
46.657114	90.2727
46.662371	98.4346
46.671134	92.7290
46.678144	95.3689
46.685154	90.8889
46.692164	95.7017
46.699174	88.7646
46.706184	92.3269
46.711441	92.7590
46.713194	93.6833
46.723709	97.7171
46.730719	101.4945
46.734224	94.6956
46.735976	97.2840
46.741234	105.4708
46.741234	102.1490
46.749528	102.4851
46.755749	107.4077
46.757823	91.7193
46.766117	93.6914
46.774411	95.1240
46.782705	93.7200
46.791000	96.0947
46.807588	88.8505
46.815883	93.0218
46.832471	90.2281
46.840765	91.5142
46.857354	86.5684
46.873942	89.9148
46.890531	86.7880
46.923708	88.0211
46.932002	90.2969
46.940297	91.8988
46.948591	98.4043
46.956885	95.0632
46.965180	95.8720
46.973474	91.3769
46.981768	88.7478
46.990062	90.2303
46.998357	87.0909
47.006651	92.6873
47.014945	92.1282
47.023240	91.9643
47.031534	90.4142
47.039828	95.5874
47.050196	95.4759
47.056417	91.6164
47.064711	94.1046
47.073005	90.6590
47.079433	92.7698
47.081300	94.4235
47.097888	92.1209
47.098718	95.2819
47.110330	94.4516
47.116550	98.2769
47.151801	92.2797
47.180831	100.2713
47.222302	97.7012
47.243038	96.6961
47.252116	94.6855
47.261193	98.7532
47.272086	92.7859
47.279349	96.9914
47.290242	92.3316
47.297504	95.3592
47.308397	95.9251
47.315659	97.6319
47.326552	94.7899
47.333815	95.8951
47.344708	94.1829
47.351970	93.2177
47.362863	92.6899
47.370125	92.9658
47.381018	92.5587
47.388280	92.1612
47.399174	95.4163
47.406436	96.0364
47.417329	93.9384
47.424591	92.0768
47.435484	92.8793
47.442746	91.3333
47.451824	99.4807
47.460902	96.2945
47.471795	96.8652
47.479057	90.2431
47.489950	97.0102
47.497212	93.3199
47.508105	100.5062
47.526261	99.0293
47.551678	101.8263
47.562571	96.7536
47.569833	95.8507
47.580727	98.3236
47.587989	101.4085
47.598882	100.0471
47.606144	97.3883
47.617037	98.2459
47.624299	99.1863
47.635193	100.9467
47.642455	98.4760
47.653348	98.9721
47.660610	95.4350
47.671423	108.4761
47.678631	99.0774
47.689443	104.4349
47.696652	100.9710
47.707464	104.2561
47.714673	100.6310
47.725485	99.6147
47.732694	99.9233
47.750714	100.3787
47.761527	100.3395
47.768735	100.3340
47.779548	102.3338
47.786756	99.7436
47.797569	101.3528
47.804777	101.1879
47.815590	100.2067
47.833610	102.6340
47.840819	102.9318
47.851631	105.5576
47.858840	104.6951
47.869652	103.0469
47.876861	104.9736
47.887673	113.9489
47.912902	94.5824
47.923715	104.3037
47.930923	104.8097
47.941736	105.3108
47.968668	109.5405
48.073860	113.2960
48.087009	112.7227
48.106733	115.5669
48.113307	117.0029
48.119882	116.8972
48.133031	117.0987
48.139605	116.0711
48.152754	115.4971
48.159329	117.0061
48.172478	117.3382
48.179052	117.7844
48.185627	117.4846
48.205350	120.6654
48.211925	125.3564
48.218499	118.9903
48.225074	121.1431
48.231648	119.9638
48.238223	121.4742
48.244797	122.2316
48.251372	122.3975
48.257947	122.7769
48.264521	123.2411
48.271096	124.4688
48.272739	127.5677
48.277670	125.3638
48.282601	125.5871
48.289175	128.1546
48.297394	125.7891
48.305612	127.4198
48.315474	124.1390
48.322048	127.4270
48.331910	126.3139
48.338484	127.5467
48.348346	127.5090
48.354921	128.9876
48.364782	128.4719
48.371357	130.4641
48.388738	128.7194
48.400325	130.4071
48.411912	128.8551
48.432190	130.6174
48.446674	129.6256
48.510403	131.2918
48.545164	131.7684
48.553083	131.7106
48.564961	134.8713
48.576839	129.8489
48.584757	133.1874
48.586737	131.8713
48.596635	131.8542
48.604554	132.0105
48.616432	130.8929
48.624350	132.1512
48.636228	130.5584
48.644147	130.5272
48.656025	130.4481
